GENE	r2	GENEID	POP	HSQ	HSQSE	HSQP	VG	VGSE
SPPL2B	0.0022019491426243194	ENSG00000005206.9	YRI	0.012494	0.150966	0.4765	0.012489	0.150952
SPRED1	0.018798103163976478	ENSG00000166068.8	YRI	0.099097	0.116716	0.2491	0.09231	0.10997
SPRED2	0.33134017266832	ENSG00000198369.5	YRI	0.36699	0.119239	0.003937	0.36692	0.138909
SPRY2	0.005704826891526198	ENSG00000136158.5	YRI	-0.014515	0.058618	0.4322	-0.012986	0.052503
SPRYD4	0.2023053105855638	ENSG00000176422.9	YRI	0.26876100000000003	0.130909	0.05332	0.284845	0.157375
SPTBN1	0.031893013501282874	ENSG00000115306.10	YRI	0.071701	0.086695	0.2508	0.074934	0.091678
SPTLC1	0.005825956360590549	ENSG00000090054.8	YRI	0.006155	0.05684	0.4683	0.006207	0.057324
SPTLC2	0.03518344370685286	ENSG00000100596.2	YRI	0.035497	0.080305	0.3716	0.032651	0.074051
SQLE	0.02067322082342582	NA	NA	NA	NA	NA	NA	NA
SQRDL	0.013577564217106883	ENSG00000137767.9	YRI	-0.073609	0.027198	0.1463	-0.074517	0.029431
SRA1	0.019665620489194926	ENSG00000213523.4	YRI	0.024382	0.05025	0.3409	0.023844	0.049342
SRBD1	0.026870672530850993	ENSG00000068784.8	YRI	0.289669	0.147973	0.06347	0.287855	0.157779
SRD5A1	0.054178280097908135	ENSG00000145545.7	YRI	0.433375	0.129444	0.002253	0.330305	0.117877
SREBF2	0.08875723107384713	ENSG00000198911.6	YRI	0.003369	0.05965	0.4836	0.003275	0.058005
SREK1IP1	0.012570051925109444	ENSG00000153006.9	YRI	-0.003162	0.056303	0.4841	-0.003117	0.055498
SRFBP1	0.0062992807174438795	ENSG00000151304.5	YRI	0.230238	0.114798	0.04807	0.231788	0.124864
SRGAP1	0.040026236796256824	ENSG00000196935.4	YRI	-0.020595	0.103133	0.4453	-0.020793	0.104216
SRGN	0.014077109821354492	ENSG00000122862.4	YRI	-0.117358	0.070012	0.2054	-0.117845	0.073781
SRI	0.0807111393870536	ENSG00000075142.9	YRI	0.078648	0.068398	0.1612	0.079747	0.070754
SRP54	5.994258257106959e-4	ENSG00000100883.7	YRI	-0.090441	0.031744	0.1239	-0.088808	0.033976
SRP72	0.005405379481622513	ENSG00000174780.10	YRI	-0.151223	0.036251	0.1247	-0.158743	0.044711
SRPK2	0.004510386028850945	ENSG00000135250.12	YRI	-0.066473	0.032648	0.158	-0.061675	0.031451
SRPR	0.015839655549958913	ENSG00000182934.6	YRI	-0.123095	0.056802	0.1476	-0.123316	0.059837
SRR	0.013230536636851547	ENSG00000167720.7	YRI	0.272243	0.122295	0.02944	0.281018	0.141004
SRRD	0.11746758289789573	ENSG00000100104.7	YRI	0.217706	0.149982	0.136	0.224503	0.160895
SRRT	0.0021480697637824837	ENSG00000087087.13	YRI	-0.073235	0.031885	0.1297	-0.073448	0.033548
SRSF2	4.382417492646931e-4	ENSG00000161547.8	YRI	-0.166716	0.068772	0.1464	-0.164381	0.074148
SRSF3	1.9321669255979876e-6	ENSG00000112081.10	YRI	0.00971	0.094691	0.4705	0.010076	0.098292
SS18	0.0512459046702602	ENSG00000141380.8	YRI	0.006992	0.072093	0.4721	0.007304	0.075316
SS18L2	0.0485383650881935	ENSG00000008324.6	YRI	-0.017665	0.10395	0.4534	-0.018181	0.10707
SSBP4	0.059498172028730645	ENSG00000130511.8	YRI	0.14751	0.094184	0.09343	0.133834	0.088604
SSFA2	0.05647529763181471	ENSG00000138434.11	YRI	0.124158	0.089531	0.1186	0.122365	0.09137
SSH1	0.009893324492293347	ENSG00000084112.8	YRI	0.226351	0.137866	0.1	0.224455	0.145956
SSR3	0.015592726624676354	ENSG00000114850.2	YRI	0.151713	0.119817	0.1415	0.158644	0.131027
SSU72	0.0051138982220188395	ENSG00000160075.9	YRI	-0.045206	0.049892	0.3006	-0.045831	0.051176
ST14	0.007436977260026347	ENSG00000149418.5	YRI	0.041186	0.086843	0.3611	0.042111	0.089125
ST3GAL1	0.0038129288686696164	ENSG00000008513.10	YRI	0.125743	0.173648	0.29	0.124253	0.173676
ST3GAL2	0.08436946314620489	ENSG00000157350.8	YRI	0.052734	0.045581000000000003	0.1305	0.053389	0.047007
ST3GAL3	0.009260713893852112	ENSG00000126091.15	YRI	-0.067208	0.037674	0.1751	-0.066594	0.038745
ST3GAL5	0.0018374030941663614	ENSG00000115525.11	YRI	0.001884	0.085662	0.4936	0.001958	0.089036
ST5	0.05180456966209659	ENSG00000166444.12	YRI	0.058492	0.083895	0.2923	0.057947	0.083768
ST6GAL1	0.013851430212235111	ENSG00000073849.10	YRI	0.206776	0.209922	0.2436	0.20386	0.213659
ST6GALNAC2	0.11243919274961864	ENSG00000070731.4	YRI	0.020897	0.125409	0.4523	0.021507	0.129131
ST6GALNAC4	0.010415459747957951	ENSG00000136840.12	YRI	0.042223	0.07462	0.3339	0.04179	0.074157
ST6GALNAC6	0.12132504267591557	ENSG00000160408.9	YRI	0.398218	0.113925	0.009238	0.397548	0.141993
ST7L	0.09305170106942494	ENSG00000007341.12	YRI	0.127868	0.077444	0.08888	0.122259	0.076682
ST8SIA1	0.39475511156185805	ENSG00000111728.5	YRI	0.696006	0.101755	6.85e-6	0.727727	0.177415
ST8SIA4	0.025003409397335256	ENSG00000113532.7	YRI	0.089281	0.159689	0.3252	0.092795	0.169732
ST8SIA5	0.2738312412267144	ENSG00000101638.7	YRI	0.357605	0.110078	0.001772	0.343673	0.126363
STAC3	0.008718587390413148	ENSG00000185482.3	YRI	-0.02825	0.050824	0.3607	-0.028807	0.052001
STAG3	0.018796362093740176	ENSG00000066923.11	YRI	-0.044308	0.057127	0.4119	-0.045611	0.06017
STAG3L4	0.011333902273108716	ENSG00000106610.10	YRI	-0.007472	0.063289	0.4678	-0.007716	0.065381
STAM2	0.014521160417367927	ENSG00000115145.5	YRI	-0.086618	0.040626	0.1648	-0.0882	0.043903
STAMBP	0.043881613949748294	ENSG00000124356.10	YRI	0.264827	0.10979	0.02477	0.26308	0.123232
STAMBPL1	0.03559767207382582	ENSG00000138134.7	YRI	0.022632	0.074722	0.4119	0.023262	0.076955
STARD3	0.041770145397619945	ENSG00000131748.9	YRI	0.070849	0.082593	0.2164	0.069544	0.082675
STARD5	0.05568949460490561	ENSG00000172345.8	YRI	0.048657	0.095109	0.3491	0.048303	0.09479
STAT2	0.001973297600593443	ENSG00000170581.8	YRI	-0.099961	0.003478	0.04654	-0.093067	0.011063
STAT4	0.15549425646026097	ENSG00000138378.13	YRI	0.22823	0.151981	0.1167	0.23985	0.170599
STAT6	0.01149117571020134	ENSG00000166888.4	YRI	0.001441	0.070422	0.4941	0.001329	0.064923
STAU1	0.025354946808710983	ENSG00000124214.14	YRI	-0.040892	0.028534	0.2114	-0.039128	0.027797
STEAP1	0.011297137984809198	ENSG00000164647.4	YRI	0.205824	0.127705	0.08113	0.212435	0.142512
STIL	0.016799802034787342	ENSG00000123473.10	YRI	0.214391	0.125488	0.06999	0.21953	0.13759
STIM2	0.1117476650341284	ENSG00000109689.10	YRI	0.149953	0.120017	0.1619	0.153601	0.12639
STK10	6.707780007987852e-5	ENSG00000072786.7	YRI	-0.015353	0.095784	0.4556	-0.015517	0.096821
STK17A	0.0032975506552467247	ENSG00000164543.5	YRI	-0.056421	0.04841	0.2528	-0.058001	0.050635
STK17B	0.15638544958146416	ENSG00000081320.5	YRI	0.186138	0.202604	0.2386	0.189104	0.218767
STK33	0.08678776142536838	ENSG00000130413.11	YRI	0.140075	0.142293	0.2017	0.140899	0.146709
STK36	7.26794306048596e-4	ENSG00000163482.6	YRI	-0.094947	0.015839	0.05674	-0.094652	0.01988
STK38L	0.0013073116845133206	ENSG00000211455.3	YRI	0.003046	0.054932	0.484	0.002957	0.05332
STK40	0.0102815877044305	ENSG00000196182.6	YRI	-0.055659	0.036024	0.1965	-0.056408	0.037439
STOM	0.07587933409384802	ENSG00000148175.8	YRI	0.033114	0.068541	0.3558	0.033495	0.069608
STOX1	2.400307377781772e-5	ENSG00000165730.10	YRI	0.180614	0.124035	0.1097	0.182514	0.132142
STRA13	5.780055455256675e-4	ENSG00000169689.9	YRI	0.154247	0.137192	0.17	0.155694	0.145274
STRN	0.002522128326638281	ENSG00000115808.6	YRI	-0.162676	0.085803	0.2395	-0.168911	0.094808
STRN3	0.0030549806001815816	ENSG00000196792.6	YRI	-0.083177	0.043068	0.155	-0.077036	0.041343
STRN4	0.0016016405277203887	ENSG00000090372.7	YRI	0.15586	0.09706	0.09	0.15705	0.101331
STT3B	0.016184956523644614	ENSG00000163527.5	YRI	-0.031717	0.170376	0.4489	-0.030417	0.163598
STX17	0.024561129382107562	ENSG00000136874.6	YRI	0.047433	0.114919	0.3857	0.047756	0.117217
STX2	0.042404292888986374	ENSG00000111450.9	YRI	0.265069	0.136558	0.05768	0.259559	0.141729
STX4	0.026537834670924767	ENSG00000103496.10	YRI	0.019723	0.044312	0.3648	0.020402	0.045989
STX6	0.006867114018915136	ENSG00000135823.9	YRI	0.108221	0.136767	0.2658	0.109153	0.140614
STX8	0.0025325309126261555	ENSG00000170310.5	YRI	-0.304497	0.098392	0.05571	-0.307451	0.113157
STXBP2	0.1254710947661596	ENSG00000076944.7	YRI	0.273771	0.159611	0.1026	0.280922	0.175398
STXBP4	0.0603312606385383	ENSG00000166263.9	YRI	0.043081	0.08994	0.3587	0.044916	0.0941
STYX	0.0033950284778613113	ENSG00000198252.7	YRI	0.026914	0.076195	0.395	0.026329	0.074687
STYXL1	0.1772105057315083	ENSG00000127952.11	YRI	0.231712	0.11247	0.03605	0.229859	0.122956
SUCLG1	0.0075970030559031065	ENSG00000163541.7	YRI	-0.021732	0.048432	0.3885	-0.021308	0.047623
SUCLG2	0.18571457215871703	ENSG00000172340.9	YRI	0.371525	0.146308	0.01774	0.391995	0.18216
SUGP2	0.11402648806366812	ENSG00000064607.11	YRI	0.106541	0.075162	0.09765	0.105422	0.076749
SUGT1	7.905071852541345e-4	ENSG00000165416.9	YRI	-0.160422	4.19e-4	0.008037	-0.158217	0.017418
SULF2	0.0630376060439026	ENSG00000196562.8	YRI	0.006019	0.148766	0.4884	0.006103	0.150851
SUMF1	0.0044519511074581335	ENSG00000144455.8	YRI	0.078769	0.151857	0.3539	0.076131	0.147273
SUMF2	0.45307834449098683	ENSG00000129103.13	YRI	0.570331	0.116149	2.127e-4	0.696081	0.240462
SUMO3	0.009331928964029738	ENSG00000184900.10	YRI	-0.169012	0.089183	0.222	-0.177202	0.099904
SUOX	0.015878678563835277	ENSG00000139531.7	YRI	-0.112671	0.008076	0.03675	-0.111018	0.015285
SUPT16H	0.01672330408582453	ENSG00000092201.4	YRI	-0.009305	0.102218	0.4744	-0.009658	0.10612
SUPT3H	0.004628131403625924	ENSG00000196284.9	YRI	0.095785	0.123077	0.2674	0.097036	0.126703
SUPT4H1	0.06902128059147304	ENSG00000213246.1	YRI	0.012637	0.102369	0.4645	0.01171	0.094896
SUPV3L1	0.05230165070314998	ENSG00000156502.9	YRI	-0.075895	0.118691	0.3441	-0.073698	0.116558
SURF6	0.004507816582121839	ENSG00000148296.5	YRI	0.299517	0.108944	0.01545	0.289424	0.11685
SUSD1	0.001149747372207438	ENSG00000106868.12	YRI	-0.019733	0.084774	0.4373	-0.01981	0.085227
SWAP70	0.2693652433120458	ENSG00000133789.10	YRI	0.242276	0.095212	0.005734	0.235957	0.106321
SYBU	0.0062016773695890625	ENSG00000147642.12	YRI	0.073988	0.090102	0.2594	0.076877	0.095365
SYCP2L	0.11015404726864184	ENSG00000153157.8	YRI	0.028724	0.126241	0.4344	0.02969	0.130575
SYK	0.08198790130922691	ENSG00000165025.10	YRI	0.132751	0.103275	0.1499	0.13167	0.105382
SYMPK	4.3003891501544123e-4	ENSG00000125755.11	YRI	0.09434	0.108751	0.2444	0.097163	0.113553
SYNGR1	0.40118656874354736	ENSG00000100321.10	YRI	0.294945	0.123358	0.02979	0.298175	0.140136
SYNGR2	0.0013279596788319456	ENSG00000108639.2	YRI	-0.1266	0.09944	0.2196	-0.127955	0.102707
SYNGR3	0.004033806135049306	ENSG00000127561.8	YRI	-0.073909	0.010872	0.1701	-0.07392	0.014438
SYNJ2	NA	ENSG00000078269.9	YRI	-0.061342	0.040905	0.226	-0.061739	0.042155
SYNM	0.014091913240119585	ENSG00000182253.10	YRI	0.558811	0.131112	0.001595	0.58116	0.180138
SYT17	0.11375339519663047	ENSG00000103528.12	YRI	0.002143	0.09335	0.4933	0.002146	0.093467
SYTL2	0.01010118189362509	ENSG00000137501.11	YRI	-0.087503	0.003702	0.2002	-0.092102	0.011421
T	0.01803512954818709	NA	NA	NA	NA	NA	NA	NA
TAB2	0.04936056881924307	ENSG00000055208.12	YRI	-0.008069	0.12889	0.4824	-0.008425	0.13462
TACC3	7.728852379850343e-4	ENSG00000013810.13	YRI	-0.095381	0.002695	0.03043	-0.09882	0.011488
TADA1	0.015279129105711801	ENSG00000152382.5	YRI	0.041229	0.072495	0.3219	0.042617	0.075254
TADA3	7.30892132528659e-5	ENSG00000171148.9	YRI	-0.018119	0.053782	0.4122	-0.018634	0.055392
TAF13	0.010394502147595268	ENSG00000197780.4	YRI	-0.100498	0.028656	0.1108	-0.096042	0.03042
TAF1A	0.04191763365921031	ENSG00000143498.12	YRI	0.019464	0.078269	0.4267	0.019111	0.076875
TAF1B	0.14704267408153268	ENSG00000115750.10	YRI	0.216387	0.121004	0.06655	0.20369	0.119743
TAF1C	0.09531246118183112	ENSG00000103168.12	YRI	0.110518	0.200603	0.3424	0.114685	0.209797
TAF1D	0.01500135365186344	ENSG00000166012.10	YRI	0.034083	0.067696	0.3477	0.034738	0.069172
TAF2	0.0033740825691367868	ENSG00000064313.7	YRI	0.063741	0.065906	0.2027	0.065386	0.068597
TAF6	0.08563830625727575	ENSG00000106290.10	YRI	0.010346	0.045164	0.4323	0.010507	0.045903
TAF8	0.017616604063673113	ENSG00000137413.11	YRI	-0.172329	0.044049	0.06952	-0.169136	0.048975
TAGLN	0.1173690315113617	ENSG00000149591.11	YRI	0.374968	0.106078	0.001097	0.369056	0.127239
TAP1	4.4115165759848893e-4	ENSG00000168394.9	YRI	-0.092518	0.024564	0.07062	-0.090326	0.026749
TAPBP	0.1620321604500987	ENSG00000231925.6	YRI	0.214006	0.075652	0.001476	0.207984	0.081752
TAPBPL	0.1802242568380392	ENSG00000139192.7	YRI	0.225298	0.149678	0.1031	0.207219	0.145394
TARBP1	0.03098424256351295	ENSG00000059588.5	YRI	0.105948	0.132688	0.2799	0.106165	0.134413
TARS	0.023442730830336257	ENSG00000113407.9	YRI	0.134676	0.091822	0.1115	0.133562	0.094036
TARS2	2.8026919602475837e-4	ENSG00000143374.8	YRI	-0.064678	6.99e-4	0.01883	-0.051137	0.0057
TAS2R5	0.06500834660179668	ENSG00000127366.4	YRI	0.075778	0.069395	0.1761	0.07676	0.071391
TATDN2	0.018553892135282263	ENSG00000157014.5	YRI	-0.065548	0.074291	0.2954	-0.065572	0.075108
TBC1D10B	0.025135822271060898	ENSG00000169221.9	YRI	-0.043756	0.033323	0.2678	-0.044853	0.035132
TBC1D13	4.1623687641806296e-4	ENSG00000107021.11	YRI	0.57578	0.132334	0.001055	0.652391	0.225305
TBC1D14	0.02866263769106266	ENSG00000132405.14	YRI	0.106631	0.180951	0.3352	0.107181	0.183251
TBC1D15	0.025290036081433476	ENSG00000121749.11	YRI	9.45e-4	0.091476	0.497	8.35e-4	0.080828
TBC1D19	0.011756893892694895	ENSG00000109680.6	YRI	0.195245	0.116052	0.09294	0.189533	0.118244
TBC1D22A	0.008786111794000346	ENSG00000054611.9	YRI	-0.07999	0.131793	0.3471	-0.078847	0.130733
TBC1D2B	0.07769961885304229	ENSG00000167202.6	YRI	0.037868	0.09668	0.3844	0.037601	0.096379
TBC1D4	0.16605531870430607	ENSG00000136111.8	YRI	-0.106526	0.041036	0.1371	-0.107896	0.04506
TBC1D5	0.02729261838816686	ENSG00000131374.9	YRI	0.102072	0.086452	0.1701	0.103274	0.089366
TBC1D7	0.31038847268480274	ENSG00000145979.11	YRI	0.584735	0.114992	6.987e-5	0.578807	0.161538
TBC1D9B	6.339591864658209e-5	ENSG00000197226.7	YRI	0.067553	0.10463	0.3092	0.066222	0.103386
TBCB	0.014205810789746812	ENSG00000105254.5	YRI	0.016804	0.098861	0.4505	0.017133	0.100963
TBCCD1	0.002904735524744327	ENSG00000113838.8	YRI	-0.105494	0.149121	0.321	-0.10611	0.151825
TBCD	0.009379571225679742	ENSG00000141556.14	YRI	0.106942	0.104395	0.1893	0.097031	0.09706
TBCE	0.0319775684555927	ENSG00000116957.8	YRI	-0.111968	0.019556	0.07036	-0.112838	0.025147
TBCEL	0.10834793612675798	ENSG00000154114.8	YRI	0.120299	0.119244	0.2128	0.122496	0.12342
TBCK	1.4178989759997424e-4	ENSG00000145348.11	YRI	-0.088583	0.024073	0.1468	-0.089988	0.027732
TBKBP1	8.050679814649038e-4	ENSG00000198933.4	YRI	-0.065417	0.017205	0.1135	-0.053541	0.015721
TBPL1	0.002652899994129354	ENSG00000028839.4	YRI	-0.011022	0.137246	0.4775	-0.010748	0.133862
TBRG1	5.036977740256543e-4	ENSG00000154144.8	YRI	0.036775	0.061007	0.3176	0.035719	0.059478
TBRG4	1.6389296651713337e-4	ENSG00000136270.9	YRI	-0.105316	0.010104	0.0345	-0.108164	0.016773
TBX19	0.2156108932004185	ENSG00000143178.7	YRI	0.341073	0.117796	0.008408	0.336211	0.13345
TBX6	0.09466259887385285	ENSG00000149922.6	YRI	0.176335	0.091485	0.02541	0.172158	0.096851
TC2N	0.017951169093144814	ENSG00000165929.8	YRI	0.245764	0.12323	0.04636	0.243602	0.132674
TCEB3	0.024950137493347877	ENSG00000011007.7	YRI	0.033234	0.069002	0.3562	0.031414	0.065465
TCERG1	0.00718073396750901	ENSG00000113649.7	YRI	-0.003246	0.077405	0.4879	-0.003004	0.071631
TCF12	0.005758314443714336	ENSG00000140262.12	YRI	0.062018	0.094698	0.3051	0.061261	0.094198
TCF19	0.18345551076876856	ENSG00000137310.7	YRI	0.270557	0.094952	0.003299	0.277872	0.113263
TCF20	0.03650510289560926	ENSG00000100207.14	YRI	-0.010627	0.093628	0.4683	-0.011009	0.096999
TCF25	0.0033399959861718496	ENSG00000141002.11	YRI	0.10424	0.114833	0.2279	0.105679	0.119245
TCF7	0.0303127370292093	ENSG00000081059.14	YRI	0.013669	0.094553	0.4582	0.013992	0.096839
TCFL5	0.0034702076624150997	ENSG00000101190.8	YRI	0.395007	0.132308	0.00892	0.407345	0.159454
TCHP	0.047919501317648196	ENSG00000139437.12	YRI	-0.038273	0.039916	0.2863	-0.034787	0.036661
TCIRG1	0.0539825185883318	ENSG00000110719.4	YRI	0.044999	0.067321	0.3007	0.043666	0.065756
TCN2	0.17263891225815253	ENSG00000185339.4	YRI	0.430525	0.136171	0.013	0.469809	0.195377
TCP11	0.013845498234379583	ENSG00000124678.12	YRI	0.444966	0.13629	5.889e-4	0.49509	0.21476
TCP11L1	0.13823381696097536	ENSG00000176148.10	YRI	0.22144	0.087622	0.004642	0.220182	0.0982
TCP11L2	0.028554279976344476	ENSG00000166046.6	YRI	0.043878	0.066918	0.3008	0.044206	0.067768
TCTA	3.0170531196375448e-5	ENSG00000145022.4	YRI	-0.065825	0.001638	0.01681	-0.061879	0.007111
TCTE1	0.12751908114570176	ENSG00000146221.8	YRI	0.452646	0.132162	6.554e-4	0.418994	0.14633
TCTN2	0.09704613148535297	ENSG00000168778.7	YRI	0.015843	0.050942	0.4077	0.016505	0.053134
TCTN3	0.001864324565362526	ENSG00000119977.13	YRI	0.024405	0.053353	0.3598	0.024659	0.054012
TDG	0.0811411281122003	ENSG00000139372.10	YRI	-0.157461	0.002177	0.04149	-0.169418	0.019056
TDP1	0.07101511559345819	ENSG00000042088.9	YRI	0.144002	0.084461	0.07658	0.140832	0.085792
TDP2	0.2598838428920952	ENSG00000111802.8	YRI	0.399221	0.128503	0.01201	0.414483	0.162721
TDRD7	0.004920211161912196	NA	NA	NA	NA	NA	NA	NA
TDRKH	0.027293393206790962	ENSG00000182134.11	YRI	0.151338	0.088587	0.0804	0.15551	0.095984
TEC	0.0015869379188662512	ENSG00000135605.7	YRI	0.004999	0.053253	0.473	0.004738	0.050482
TECPR2	0.0010669319815219212	ENSG00000196663.10	YRI	-0.017236	0.058112	0.4226	-0.017468	0.058975
TEF	0.02202803754430929	NA	NA	NA	NA	NA	NA	NA
TEKT5	0.05968215164885614	ENSG00000153060.3	YRI	0.345111	0.122268	0.01278	0.350187	0.140252
TELO2	0.007283277140983234	ENSG00000100726.9	YRI	-0.09211	4.85e-4	0.02057	-0.091746	0.010134
TEP1	0.06274453107830677	ENSG00000129566.7	YRI	-0.07633	0.121243	0.3394	-0.079426	0.127363
TERF2	0.0029787524400587658	ENSG00000132604.3	YRI	-0.061222	0.024156	0.1543	-0.054803	0.023098
TERF2IP	0.005723555166088087	ENSG00000166848.4	YRI	0.025308	0.098932	0.4249	0.0248	0.09715
TESC	0.010087661588540912	ENSG00000088992.13	YRI	-0.103968	0.070227	0.2035	-0.104025	0.071989
TESK2	0.07831935670325822	ENSG00000070759.11	YRI	0.049984	0.052399	0.1787	0.050563	0.05404
TET3	0.004707091265208561	ENSG00000187605.9	YRI	0.021574	0.059541	0.3932	0.021159	0.058472
TEX10	0.014129793848889972	ENSG00000136891.8	YRI	-0.012461	0.028947	0.3933	-0.012408	0.028884
TEX2	0.0070105547241466875	ENSG00000136478.2	YRI	0.005444	0.09688	0.4839	0.005045	0.089778
TEX264	0.024836849851277844	ENSG00000164081.8	YRI	0.031424	0.048205	0.2917	0.032013	0.049497
TFAM	0.0020130268482932753	ENSG00000108064.6	YRI	-0.117482	0.002223	0.03913	-0.120327	0.01368
TFB1M	0.1287726366030422	ENSG00000029639.6	YRI	0.161035	0.084903	0.05472	0.16264	0.089259
TFCP2	0.008124653785417324	ENSG00000135457.5	YRI	-0.103535	0.022209	0.05276	-0.105885	0.026535
TFDP2	0.1080718353003508	ENSG00000114126.13	YRI	0.129126	0.128525	0.2146	0.130479	0.13591
TFEB	0.014363902262082619	ENSG00000112561.12	YRI	-0.096135	0.194059	0.3662	-0.09059	0.184798
TFEC	0.010823272415848966	ENSG00000105967.11	YRI	0.052495	0.09977	0.3478	0.054626	0.104615
TFG	0.01655832409737885	ENSG00000114354.7	YRI	-0.019324	0.057317	0.4102	-0.019118	0.056747
TFIP11	NA	ENSG00000100109.11	YRI	0.068104	0.148656	0.3693	0.069914	0.153303
TFPT	0.06617343494003981	ENSG00000105619.8	YRI	0.225512	0.15005	0.1294	0.212793	0.147355
TFR2	0.011405686741371924	ENSG00000106327.8	YRI	0.049831	0.056348	0.2259	0.048834	0.05589
TGFB1I1	0.029935333325407806	ENSG00000140682.14	YRI	0.242734	0.118743	0.05801	0.255897	0.140733
TGFBRAP1	0.011782523530136094	ENSG00000135966.7	YRI	0.355705	0.121643	0.008581	0.346904	0.13736
TGM1	0.08739592973655641	ENSG00000092295.7	YRI	0.38608	0.123027	0.003898	0.393663	0.148518
TGM5	0.0015867468453379804	ENSG00000104055.10	YRI	0.174031	0.115372	0.0375	0.168287	0.124053
TGOLN2	0.03236178751536577	ENSG00000152291.9	YRI	-0.003742	0.10472	0.4898	-0.003837	0.107384
TGS1	0.06596743376265388	ENSG00000137574.6	YRI	0.25992	0.09744	0.01306	0.264682	0.112732
THADA	5.470452586524646e-4	ENSG00000115970.12	YRI	-0.182068	6.37e-4	0.006549	-0.187756	0.02069
THAP5	5.2195310040558837e-5	ENSG00000177683.8	YRI	-0.154048	0.014949	0.05147	-0.148186	0.023833
THAP6	0.002168754542785218	ENSG00000174796.8	YRI	-0.093379	0.044638	0.1624	-0.09614	0.048755
THBS1	0.003883326032276347	ENSG00000137801.8	YRI	0.06246	0.10224	0.3235	0.064872	0.106963
THBS3	0.008390253939763524	ENSG00000169231.8	YRI	0.169846	0.106272	0.06668	0.169166	0.112574
THBS4	0.03438576783958797	ENSG00000113296.10	YRI	0.188105	0.115381	0.1138	0.192013	0.123369
THEM4	0.12957390158672039	ENSG00000159445.8	YRI	0.18191	0.076665	0.01081	0.168874	0.077273
THG1L	0.03509568591929049	ENSG00000113272.8	YRI	0.004535	0.058809	0.4777	0.004494	0.058279
THNSL1	0.11343277842555277	ENSG00000185875.8	YRI	0.352497	0.185781	0.1023	0.385365	0.23811
THNSL2	0.33207165097699626	ENSG00000144115.11	YRI	0.222326	0.078183	0.003453	0.205188	0.081104
THOC5	0.00950120058691848	ENSG00000100296.9	YRI	-0.001852	0.06161	0.4913	-0.001817	0.060435
THOP1	0.12436199765685511	ENSG00000172009.9	YRI	0.38224	0.146552	0.02503	0.394199	0.171648
THUMPD1	2.1044228097311788e-4	ENSG00000066654.8	YRI	0.308894	0.113228	0.01194	0.315516	0.135672
THUMPD2	0.10407070224613721	ENSG00000138050.10	YRI	0.017094	0.07752	0.4357	0.017652	0.080123
THUMPD3	0.008551664444921975	ENSG00000134077.10	YRI	-0.116805	0.090517	0.2153	-0.119973	0.096383
TIAM1	0.03757236058061193	ENSG00000156299.6	YRI	0.059656	0.103229	0.3337	0.058634	0.101919
TIFA	0.07584273097479881	ENSG00000145365.8	YRI	0.014594	0.062175	0.4288	0.014323	0.061056
TIGD6	9.874279201449213e-4	ENSG00000164296.6	YRI	-0.004232	0.086927	0.4862	-0.004275	0.087804
TIGD7	0.02509277403086566	ENSG00000140993.5	YRI	0.010764	0.072462	0.4571	0.010443	0.070307
TIMELESS	0.2620511186455053	ENSG00000111602.7	YRI	0.319726	0.105133	6.61e-4	0.314314	0.123582
TIMM10	0.11744447079452766	ENSG00000134809.4	YRI	0.12955	0.126416	0.2092	0.123307	0.125107
TIMM13	3.177039433004811e-4	ENSG00000099800.2	YRI	0.079687	0.168043	0.3649	0.08018	0.170457
TIMM17A	0.003389384792729	ENSG00000134375.6	YRI	-0.025005	0.095641	0.4297	-0.024831	0.095024
TIMM22	0.016240001076717428	ENSG00000177370.2	YRI	-0.045697	0.084977	0.3623	-0.044847	0.083811
TIMM44	0.006678763462247305	ENSG00000104980.2	YRI	0.001989	0.12557	0.4954	0.002062	0.130191
TIMM50	0.022063020672785552	ENSG00000105197.4	YRI	-0.129266	0.045609	0.1653	-0.136825	0.054035
TIMP2	0.012157465861099129	ENSG00000035862.7	YRI	0.037177	0.117131	0.4072	0.03673	0.115879
TIPIN	7.6688478347374e-4	ENSG00000075131.5	YRI	-0.053362	0.108844	0.3694	-0.053831	0.110538
